亥	ɣoj/²	xai51	xai53|xai24	xai53	xɛ21	xɛ42	xai42	xai44	xɛ213	xɛ13	xɛ13	xai51	xai35	xai13|xe31	xai213	xæ212	xae44	xe̞53	xai45	xæ53	xɛ55	ɦe13	ɦe̞31	ɦe̞13	ɦe35	xɛ22	xa24	xai55	ɦai21	hai21	hoi53	hoi55	hɔi22	hɔi22	hɔi22	hai22	hɑi242	xuɛ44	hai35	hai33
亦	jek/⁴	i51	i53	i53	i55	i42	i42	i53	ji44	i13	i13	i213	i213	i31	i21	i31	iʔ5	iəʔ5	iəʔ2	iʌʔ53	iəʔ43	ɦiɪʔ1	ɦiəʔ3	ɦiəʔ2	jai213	i22	i5	i24	i24		it5	ʒït55	jek2	jek22	jek2	ik5	iʔ5	i24	ia31訓讀	zek5|ziak3|zia33
產	ʂɛn/²	ʈ͡ʂʰan214	ʈ͡ʂʰan213	t͡sʰan13	ʈ͡ʂʰã55	ʈ͡ʂʰã55	ʈ͡ʂʰan53	t͡sʰã53	t͡sʰã53	ʈ͡ʂʰan53	ʈ͡ʂʰɛ̃n442	ʈ͡ʂʰan51	t͡sʰan42	t͡sʰan53	t͡sʰan42	ʈ͡ʂʰã̠53	ʈ͡ʂʰaŋ212	ʈ͡ʂʰæ̃24	t͡sʰæ̃53	t͡sʰɑŋ53	t͡sʰæ̃53	t͡sʰe35	t͡sʰe̞51	t͡sʰẽ̞53	t͡sʰa35新|sa35	t͡sʰɛ35|sɛ35	t͡sʰɔ31	t͡sʰan41	t͡sʰan42	t͡sʰan213	san31	sɑn31	t͡sʰan35	t͡sʰan35	t͡sʰan35	san53|suã53	saŋ32	suiŋ21	suã53	saŋ213
亨	pʰæŋ/¹	xəŋ55	xəŋ44	xəŋ21	xəŋ213	xəŋ213	xəŋ24	xəŋ21	xə̃44	xəŋ44	xə̃n31	xɤŋ44	xən55	xən55	xen55	xə̃44	xən31	xən21	xəŋ11	xəŋ13	xə̃ŋ31	hɑ̃53	hã55	hen33|hɑŋ33	hiɛ33	xʌ̃31	xan11	xən33	hən33		hen44		hɐŋ53	hɐŋ55	hɐŋ55	hiŋ55	hɛiŋ44	xaiŋ54	heŋ33	hɔŋ23
畝	muw/²	mu214	mu213	mu13	mu55	mu55	mu53	mu53	mv̩53	mu53	mu442	mu51	məu42	moŋ53	moŋ42	mu53	mu212	mʊ24|məŋ24	mu53	mu53	mu53	mɤ13|m̩13	mɤ31|m31	mu53	mɜ35	mɔ35|m̩35	mo31|miu31	məu41	məɯ42	mɛu213	meu44	meu55	mɐu23	mɐu24	mɐu13	bɔ53	mu32	me21	bou53	mɔu213
京	kjæŋ/¹	t͡ɕiŋ55	t͡ɕiŋ44	t͡ɕiŋ21	t͡ɕiŋ213	t͡ɕiŋ213	t͡ɕiŋ24	t͡ɕiŋ21	t͡ɕiə̃44	t͡ɕiŋ44	t͡ɕĩn31	t͡ɕiŋ44	t͡ɕin55	t͡ɕin55	t͡ɕin55	t͡ɕĩ44	t͡ɕin31	t͡ɕin21	t͡ɕiəŋ11	t͡ɕiŋ13|t͡ɕi13～陵城	t͡ɕĩŋ31	t͡ɕiŋ53	t͡ɕin55	t͡ɕin33	t͡ɕaŋ33	t͡ɕiʌ̃31	t͡ɕiɛ11	t͡ɕin33	t͡ɕin33	t͡ɕin42	kin44	kin24	keŋ53	keŋ55	kiŋ55	kiŋ55|kiã55	kiŋ44	keiŋ54	kiã33	keŋ23
亮	ljaŋ/³	liɑŋ51	liaŋ53	liɑŋ53	liaŋ21	liaŋ42	liaŋ312	liaŋ44	liɔ̃213	liɑŋ13	liɑ̃13	liɑŋ213	niaŋ35	niaŋ13	niaŋ213	liã̠212	liaŋ44	liɑ̃53	liɒ̃45	liɑŋ35|luə35	liɑ̃55	liã13	liã31	liɑŋ13	li22	lia22	liau11	lian55|lian11	nian21	liɔŋ21	lioŋ53	lioŋ55	lœŋ22	lœŋ22	lœŋ22	liɔŋ22	luɔŋ242	liɔŋ44	liaŋ35	liaŋ35
人	ɲin/¹	ʐən35	ʐən24|in24	in45|ʐən45	ʐẽ42	iə̃42	ʐən42	ʐẽ24	ʐə̃213	ʐəŋ53	ʐə̃n53	ʐɤŋ51	nən213	zən31	zen21	ʐə̃31	ʐən24	ʐən55	zəŋ11	ʐəŋ13	ʐə̃ŋ31	ȵiŋ13|zəŋ13	zən13|ȵin13	zen213	zaŋ31文讀|ȵaŋ31白讀|naŋ31訓讀	iʌ̃44|niʌ̃44	ian44	ʐən13	in12	ȵin45|lɨn45～參	ŋin11	ŋin11	jɐn21	jɐn21	jɐn21	lin35	iŋ53	neiŋ33	ziŋ55|naŋ55訓讀	zin31|naŋ31訓儂
僕	bukʷ/⁴	pʰu35	pʰu213	pʰu45	pʰu55	pʰu55	pʰu53	pʰu24	pʰv̩24	pʰu53	pʰu53	pʰu51	pʰu213	pʰu31	pʰu21	pʰu31	pʰuʔ5	pʰəʔ5	pʰaʔ2		pʰaʔ43	pʰoʔ5～倒|boʔ1～人	boʔ3	boʔ2	bo213	pʰɔʔ21	pʰu5	pʰu24	pʰu24		pʰuk5	pʰuk22	pok2～人|pʰok5～低	pʰuk22	pok2～人|pʰok5～低	pʰɔk5	puʔ5	pʰu24	pʰok2	ʔbok3
仇	gjuw/¹	ʈ͡ʂʰou35	ʈ͡ʂʰou24	ʈ͡ʂʰou45|t͡sʰou45	ʈ͡ʂʰou42	tʃʰou42	ʈ͡ʂʰou42	ʈ͡ʂʰou24	ʈ͡ʂʰɯ24	ʈ͡ʂʰəu53	ʈ͡ʂʰou53	ʈ͡ʂʰɤu51	t͡sʰəu213	t͡sʰəu31	t͡sʰəu21～恨|t͡ɕʰiəu21姓	ʈ͡ʂʰəu31	ʈ͡ʂʰəɯ24	ʈ͡ʂʰɯ55	t͡sʰəu11	t͡sʰəu13	t͡sʰəu31	zɤ13	zɤ13	d͡zei213	d͡ʑɤu31	t͡ɕʰiu44	t͡ɕʰiu44	ʈ͡ʂəu13	ɖ͡ʐəɯ12	t͡sʰɨu24	su11	ʃu11	sɐu21	t͡sʰɐu21	sɐu21|t͡sʰɐu21	siu35	sieu53	t͡sʰiu21	t͡sʰiu55	siu31|sɔu31
介	kɛj/³	t͡ɕiɛ51	t͡ɕiɛ53	t͡ɕie53	t͡ɕiɛ21	t͡ɕiɛ42	t͡ɕiɛ312	t͡ɕiɛ44	t͡ɕi213	t͡ɕie13	t͡ɕiə13|kɛ13	t͡ɕiɤ213	kai35	kai13|t͡ɕiai13	kai213|t͡ɕie213	kæ212	t͡ɕiɛ44	t͡ɕie̞53	t͡ɕie45	t͡ɕie̞35	t͡ɕie55	ka35|t͡ɕia35	t͡ɕiɑ513	t͡ɕie̞445	ka42	t͡ɕia324|ka324	ka42	kai55	kai55	kai45	kiai53	ke55	kai33	kai33	kai33	kai21	kɑi212	kai33	kai213	kai35
仍	ɲiŋ/¹	ʐəŋ35	ʐəŋ44|ʐəŋ213	iŋ45|ʐəŋ45	ʐəŋ55	ləŋ55	ʐəŋ42	ʐəŋ24	ʐə̃24	ʐəŋ53	və̃n53	ʐɤŋ51	nən213	zən31	zen21	ʐə̃31	ʐən24|ʐən212	ʐən55	zəŋ53		ʐə̃ŋ31	zəŋ13	zən13	zen213	zeŋ31	iʌ̃31		ʐən13	in12		in11	in11	jeŋ21	jeŋ21	jiŋ21	liŋ35	iŋ44	iŋ44	zoŋ55	zeŋ31
仙	sjen/¹	ɕian55	ɕian44	ɕian21	ɕiã213	siã213	sian24	ɕiã21	ɕiã44	ɕian44	ɕiɛ̃n31	ɕian44	ɕiɛn55	ɕian55	ɕian55	ɕiɛ̃44	sien31	ɕyĩ21	ɕie11	ɕie̞13	ɕie31	ɕi53	siɪ55	ɕiẽ̞33	ɕi33	se31	siɛ11	siẽ33	siẽ33	ɕiɛn42	sien44	sien24	sin55	ɬin55	sin55	sian55	sieŋ44	siŋ54	siaŋ33	tin23
代	doj/³	tai51	tai53	tai53	tɛ21	tɛ42	tai312	tai44	tɛ213	tɛ13	tɛ13	tai213	tai35	tai13	tai213	tæ212	tae44	te̞53	tai45	tæ35	tɛ55	de13	de̞31	de̞13	de22	tʰɛ22	tə11|ta42	tai55|tai11	tai55	tʰai21	tʰoi53	tʰoi55	tɔi22	tɔi22	tɔi22	tai22|te22	tɔy242	to44	tʰoi213|to31	ʔdai35|ʔdai33|ʔde23
令	leŋ/¹	liŋ51	liŋ53	liŋ53	liŋ21	liŋ42	liŋ312	liŋ44	liə̃213	liŋ13	lĩn13	liŋ213	nin35	nin13	nin213	lĩ1	lin44	lin53	liəŋ45	liŋ35	lĩŋ55	liŋ13	lin31	lin13	leŋ22	liʌ̃31	lɛ11	lin55	nin55	lin21	lin53	lin55	leŋ22	leŋ22	liŋ22	liŋ35	lɛiŋ242	leiŋ44	leŋ35	leŋ33使～(俗)
仰	ŋjaŋ/²	iɑŋ214	iaŋ213	iɑŋ13	iaŋ55	iaŋ55	iaŋ53	niaŋ53|iaŋ53	iɔ̃53	iɑŋ53	iɑ̃442	iɑŋ51	iaŋ42	iaŋ53	niaŋ42	niã̠53	liaŋ212	iɑ̃55	iɒ̃53	iɑŋ53	iɑ̃53	ȵiã35|ȵiã13	ȵiã51	ȵiɑŋ53	ȵi35	nia35	ȵiau31	ȵian41	ȵian42	ȵiɔŋ213		ŋioŋ31	jœŋ23	jœŋ24	jœŋ13	giɔŋ53	nyoŋ32	ŋiɔŋ21	ŋiaŋ53	niaŋ213
件	gjen/²	t͡ɕian51	t͡ɕian53	t͡ɕian53	t͡ɕiã21	t͡ɕiã42	t͡ɕian312	t͡ɕiã44	t͡ɕiã213	t͡ɕian13	t͡ɕiɛ̃n13	t͡ɕian213	t͡ɕiɛn35	t͡ɕian13	t͡ɕian213	t͡ɕiɛ̃212	t͡ɕien44	t͡ɕiĩ53	t͡ɕie45	t͡ɕie̞35	t͡ɕie55	d͡ʑi13	d͡ʑiɪ31	d͡ʑiẽ̞13	d͡ʑi35	t͡ɕie35一～衣裳|t͡ɕʰie35	t͡ɕʰiɛ24	t͡ɕiẽ55|t͡ɕiẽ11	d͡ʑiẽ21	t͡ɕʰiɛn21	kʰian53	kʰien55	kin22	kin22	kin22	kian22|kiã22	kyɔŋ242	kiŋ44	kiã35	kin33
任	ɲim/³	ʐən35	ʐən24	in45|ʐən45	ʐẽ42	iə̃42	ʐən42	ʐẽ24	ʐə̃24	ʐəŋ53	ʐə̃n53	ʐɤŋ51	nən213	zən31	zen21	ʐə̃31	ʐən24	ʐən55	zəŋ11	ʐəŋ13	ʐə̃ŋ31	ȵiŋ13|zəŋ13	ȵin13	zen213	ȵaŋ31	iʌ̃22	ian11	ʐən13	in55		im53		jɐm21	jɐm22	jɐm21	lim35	iŋ53	iŋ21	zim35	zim35
伐	bjot/⁴	fa35	fa24	fɑ45	fa42	fa42	fa42	fa24	fa24	fa13	fa53	fa51	fa213	fa31	fa21	fa̠31	fɑʔ5	fɐʔ5	faʔ54	xuʌʔ53	faʔ43	vaʔ1	vaʔ3	vɑʔ2	ɦo213	fa22	fuːə5	fa24	ɸɒ24	faʔ5	fat5	fɑt55	fɐt2	fat22	fɐt2	huat5|huaʔ5	pʰuaʔ5	xua24	huak5	fak5
休	xjuw/¹	ɕiou55	ɕiou44	ɕiou21	ɕiou213	ɕiou213	ɕiou24	ɕiou21	ɕiɯ44	ɕiəu44	ɕiou31	ɕiɤu44	ɕiəu55	ɕiəu55	ɕiəu55	ɕiəu44	ɕiəɯ31	ɕiɯ21	ɕiəu11	ɕiəu13	ɕiəu31	ɕiɤ53	ɕiɤ55	ɕiø33	ɕau33	ɕiu31	siu11～息|ɕiu11～寧	ɕiəu33	ɕiəɯ33	ɕiu42	hiu44	hiu24	jɐu53	jɐu55	jɐu55	hiu55	hieu44	xiu54	hĩu33	hiu23
會	ɣwaj/³	kʰuai51	kʰuai53	kʰuai53	kʰuɛ21	kʰuɛ42	kʰuai312	kʰuai53	kʰuɛ53	kʰuɛ13	kʰuɛ13	kʰuai213	kʰuai35	kʰuai13	kʰuai42	kʰuæ212	kʰuae44	kʰue̞53	kʰuai45	kʰuæ35	kʰuɛ55	kʰue35	kʰue̞513	kʰui445	kai42	kʰuɛ324|kuɛ324	kʰua42	kʰuai55	kʰuai55	kʰuai213	kʰuai53	fui55	wui22	wui22	kʰui35|wui22	kue21	kuɔi212	kʰo33	kuai213	hui33
倫	lwin/¹	luən35	luən24	luən45	luẽ42	luə̃42	luən42	lyẽ24	lyə̃24	luŋ53	lũn53	luŋ51	nən213	nən31	len21	luə̃31	lun24	lən55	luəŋ11	luŋ13	lỹŋ31	ləŋ13	lən13	len213	laŋ31	lʌ̃44		lən13	nən12	lɨn45	lun11	lin55	løn21	lɐn21	løn21	lun35	luŋ53	lœyŋ21	luŋ55	lun31
位	ɣwij/³	uei51	uei53	vei53	vei21	ve42	uei312	uei44	uɨ213	vei13	vei13	vei213	uei35	uei13	uei213	uei212	uəi44	ue53	vei45	uei35	vei55	ɦue13	ɦue̞31	ɦui13	vu22	ue22	ue11|y11	uei55|uei11	uəi21	ui21	vi53	vui55	wɐi22	wɐi22	wɐi22	ui22	uɔi242	y44	ui31	ui33
住	ɖju/³	ʈ͡ʂu51	ʈ͡ʂu53	ʈ͡ʂu53|t͡su53	ʈ͡ʂu21	tʃu42	ʈ͡ʂu312	p͡fu44	ʈ͡ʂv̩213	ʈ͡ʂu13	p͡fu13	ʈ͡ʂu213	t͡ɕy35	t͡su13	t͡su213	ʈ͡ʂu212	ʈ͡ʂu44	ʈ͡ʂu53	t͡su45	t͡sz̩ʷ35	t͡su55	zz̩13	zz̩ʷ31	d͡zz̩ʷ13	d͡zz̩22	t͡ɕʰy22	t͡ɕʰy11	t͡ɕy55|t͡ɕy11	d͡ʑy21	t͡ɕʰy21	t͡sʰu53	tʃʰu55	t͡sy22	t͡sy22	t͡sy22	t͡su22	tiɛu242	tiu44	t͡su35|tiu31	tu35|ʔdiu23
佛	bjut/⁴	fo35	fɤ24	fo45	fə42	fu42	fu42	fo24	fɔ24	fu13|fuə53	fə53	fɤ51	fu213	fu31|fəu31	fu21	fu31	fuʔ5	fəʔ5	fəʔ54	xuʌʔ53	fɤ31	vəʔ1	vəʔ3	vəʔ2	vai213	fu22	fə11	fu24	ɸu55	fɨʔ2	fut5	fut55	fɐt2	fɐt22	fɐt2	hut5|put5	huʔ5	xo44|xu24	huk5	ʔbut3
