乃	noj²	nai˨˩˦	nai˨˩˧	nai˩˧	nɛ˥˥	nɛ˥˥	nai˥˧	nai˥˧	nɛ˥˧	nɛ˩˧	lɛ˦˦˨	nai˥˩	nai˦˨	nai˥˧	nai˦˨	næ˥˧	lae˨˩˨	le̞˨˦	nai˥˧	næ˥˧	nɛ˥˧	na˩˧	ne̞˥˩	ne̞˥˧	na˧˥	na˧˥		lai˦˩	nai˦˨	lai˨˩˧	nai˦˦	nɑi˨˦	nai˨˧	nai˨˦	nai˨˧	nai˥˧	nai˧˨	nai˨˩	nãi˥˧	nai˨˩˧
烏	ʔu¹	u˥˥	u˦˦	u˨˩	u˨˩˧	vu˨˩˧	u˨˦	u˨˩	v̩˦˦	vu˦˦	vu˧˩	vu˦˦	u˥˥	u˥˥	u˥˥	u˦˦	u˧˩	u˨˩	vu˩˩	u˩˧	vu˧˩	u˥˧	əu˥˥	ʔu˧˧	v̠u˧˧	u˧˩	u˩˩	u˧˧	u˧˧	u˦˨	vu˦˦	vu˨˦	wu˥˧	wu˥˥	wu˥˥	ɔ˥˥	u˦˦	u˥˦	ou˧˧	u˨˧|ɔu˨˧
尹	jwin²	in˨˩˦	in˨˩˧	in˩˧	iẽ˥˥	iə̃˥˥	in˥˧	iẽ˥˧	iə̃˥˧	iŋ˥˧	ĩn˦˦˨	iŋ˥˩	yn˦˨	yn˥˧	in˦˨	ĩ˥˧	in˨˩˨	in˨˦	iəŋ˥˧	iŋ˥˧	ĩŋ˥˧	iŋ˥˧|ɦiŋ˩˧	ɦin˧˩	ʔin˧˧	j̠oŋ˧˥	iʌ̃˧˥		yn˦˩	yn˦˨	in˨˩˧	iun˦˦	ʒuŋ˧˩	wɐn˨˧	wɐn˧˥	wɐn˩˧	in˥˧|un˥˧	yŋ˧˨	œyŋ˨˩	ɯŋ˥˧	zin˧˩
乎	ɣu¹	xu˥˥	xu˦˦	xu˨˩	xu˦˨	xu˨˩˧	xu˨˦	xu˨˩	xv̩˦˦	xu˦˦	xu˧˩	xu˦˦	xu˥˥	xu˧˩|fu˧˩	fu˥˥	xu˦˦	xu˧˩	xu˨˩	xu˩˩	xu˩˧	xu˧˩	hu˥˧|ɦu˩˧	ɦəu˩˧	ɦu˨˩˧	vu˧˩	xu˧˩	xu˩˩	fu˩˧	ɸu˧˧	fu˦˥	fu˩˩	fu˩˩	fu˨˩	fu˥˥|wu˨˩	fu˨˩	hɔ˧˥|hɔ˥˥	hu˦˦	xu˥˦	hu˧˧	hu˨˧
乘	ʑiŋ³	ʈ͡ʂʰəŋ˧˥	ʈ͡ʂʰəŋ˨˦～法|ʈ͡ʂʰəŋ˥˧～車	ʈ͡ʂʰəŋ˦˥|t͡sʰəŋ˦˥	ʈ͡ʂʰəŋ˦˨	tʃʰəŋ˦˨	ʈ͡ʂʰəŋ˦˨	ʈ͡ʂʰəŋ˨˦	ʈ͡ʂʰə̃˨˦	ʈ͡ʂʰəŋ˥˧	ʈ͡ʂʰə̃n˥˧	ʈ͡ʂʰɤŋ˨˩˧	t͡sʰən˨˩˧	sən˧˩|t͡sʰən˧˩	t͡sʰen˨˩	ʈ͡ʂʰə̃˧˩	ʈ͡ʂʰən˨˦	ʈ͡ʂʰən˥˥	t͡sʰəŋ˩˩	ʈ͡ʂʰəŋ˩˧	t͡sʰə̃ŋ˧˩	zəŋ˩˧	zən˩˧	d͡zen˨˩˧	zeŋ˧˩	t͡ɕʰiʌ̃˦˦	t͡ɕʰiɛ˦˦|t͡ɕʰian˦˦	ʂən˩˧	ʂən˩˨	sɨn˦˥	sən˩˩	ʃen˥˥	seŋ˨˩	seŋ˨˩	siŋ˨˩	siŋ˧˥	siŋ˥˧	t͡sʰeiŋ˨˩	seŋ˥˥	seŋ˧˩
乞	kʰjɨt⁴	t͡ɕʰi˨˩˦	t͡ɕʰi˨˩˧	t͡ɕʰi˩˧	t͡ɕʰi˦˨	t͡ɕʰi˥˥	t͡ɕʰi˨˦	t͡ɕʰi˨˩	t͡ɕʰji˨˩˧	t͡ɕʰi˥˧	t͡ɕʰi˥˧	t͡ɕʰi˨˩˧	t͡ɕʰi˨˩˧	t͡ɕʰi˧˩	t͡ɕʰi˨˩	t͡ɕʰi˧˩	t͡ɕʰiʔ˥	t͡ɕʰiəʔ˥	t͡ɕʰiəʔ˨	t͡ɕʰiʌʔ˩˧	t͡ɕʰiəʔ˦˧	t͡ɕʰiɪʔ˥	t͡ɕʰiəʔ˥	t͡ɕʰiəʔ˥	t͡ɕʰai˨˩˧	t͡ɕʰiʔ˨˩	kʰo˥|t͡ɕʰi˥	t͡ɕʰi˨˦	t͡ɕʰi˨˦	t͡ɕʰiʔ˥		kʰit˨˨	hɐt˥	hɐt˥˥	hɐt˥	kʰit˧˨	kʰøyʔ˨˧	kʰi˨˦	kʰɯk˨|kʰiʔ˨	xit˥
習	zip⁴	ɕi˧˥	ɕi˨˦	ɕi˦˥	ɕi˦˨	si˦˨	si˦˨	ɕi˨˦	ɕji˨˦	ɕi˩˧	ɕi˩˧	ɕi˨˩˧	ɕi˨˩˧	ɕi˧˩	ɕi˨˩	ɕi˧˩	siʔ˥	ɕiəʔ˥	ɕiəʔ˥˦	ɕiʌʔ˥˧	ɕiəʔ˦˧	ʑiɪʔ˩	ziəʔ˧	d͡ʑiəʔ˨	zai˨˩˧	t͡sʰi˨˨	t͡sʰe˩˩	si˨˦	si˨˦	ɕiʔ˥	sip˥	sip˥˥	t͡sap˨	t͡sɐp˨˨	t͡sap˨	sip˥	siʔ˥	si˨˦	sip˥	t͡sip˧
買	mɛ²	mai˨˩˦	mai˨˩˧	mai˩˧	mɛ˥˥	mɛ˥˥	mai˥˧	mai˥˧	mɛ˥˧	mɛ˥˧	mɛ˦˦˨	mai˥˩	mai˦˨	mai˥˧	mai˦˨	mæ˥˧	mae˨˩˨	me̞˨˦	mai˥˧	mæ˥˧	mɛ˥˧	ma˩˧	mɑ˧˩	me̞˥˧	ma˧˥	ma˧˥	ma˨˦	mai˦˩	mai˦˨	mai˨˩˧	mai˦˦	mɑi˨˦	mai˨˧	mai˨˦	mai˩˧	mai˥˧|bue˥˧	mɛ˧˨	mai˨˩	boi˥˧	mai˨˩˧～办|vɔi˨˩˧
亂	lwan³	luan˥˩	lan˥˧|luan˥˧	lan˥˧|luan˥˧	luã˨˩	luã˦˨	luan˧˩˨	luã˦˦	luã˨˩˧	luan˩˧	luɛ̃n˩˧	luan˨˩˧	nan˧˥	nuan˩˧	luan˨˩˧	luã̠˨˩˨	luaŋ˦˦	lʊ̃˥˧	luæ̃˦˥	luɑŋ˧˥	luæ̃˥˥|læ̃˥˥	lø˩˧	lø˧˩	luõ˩˧	lø˨˨	lo˨˨	luːə˩˩	lõ˥˥|lõ˩˩	nɔn˨˩	lɵn˨˩	lon˥˧	lon˥˥	lyn˨˨	lyn˨˨	lyn˨˨	luan˨˨	luɑŋ˨˦˨	luiŋ˦˦	luaŋ˧˥	luaŋ˧˥|lui˨˧
爭	ʈʂɛŋ¹	ʈ͡ʂəŋ˥˥	ʈ͡ʂəŋ˦˦	t͡səŋ˨˩	ʈ͡ʂəŋ˨˩˧	ʈ͡ʂəŋ˨˩˧	ʈ͡ʂəŋ˨˦	t͡səŋ˨˩	t͡sə̃˦˦	t͡səŋ˦˦	ʈ͡ʂə̃n˧˩	t͡sɤŋ˦˦	t͡sən˥˥	t͡sən˥˥	t͡sen˥˥	t͡sə˦˦̃	t͡sən˧˩	t͡sən˨˩	t͡səŋ˩˩	t͡səŋ˩˧|ʈ͡ʂʐ̩˩˧～氣	t͡sə̃ŋ˧˩	t͡səŋ˥˧	t͡sən˥˥	t͡sen˧˧	t͡siɛ˧˧|d͡ziɛ˧˩|d͡ziɛ˨˨	t͡sʌ̃˧˩|t͡sɛ˧˩	t͡ɕiɛ˩˩	t͡sən˧˧	t͡sɔn˧˧	t͡sɑŋ˦˨	t͡sen˦˦鬥～|t͡saŋ˦˦～食	t͡sɑŋ˨˦	t͡sɐŋ˥˧|t͡saŋ˥˧	t͡saŋ˥˥	t͡sɐŋ˥˥	t͡siŋ˥˥|t͡sĩ˥˥	t͡saŋ˦˦	t͡saiŋ˥˦	t͡sẽ˧˧	t͡seŋ˨˧|t͡sɛ˨˧
事	ɖʐi³	ʂʐ̩˥˩	ʂʐ̩˥˧	sz̩˥˧	ʂʐ̩˨˩	ʂʐ̩˦˨	ʂʐ̩˧˩˨	sz̩˦˦	sz̩˨˩˧	ʂʐ̩˩˧	ʂʐ̩˩˧	sz̩˨˩˧	sz̩˧˥	sz̩˩˧	sz̩˨˩˧	sz̩˨˩˨	sz̩˦˦	sz̩˥˧	sz̩˦˥	sz̩˧˥	sz̩˥˥	zz̩˩˧	zz̩˧˩	zz̩˩˧	zz̩˨˨	sz̩˨˨	sz̩˩˩	sz̩˥˥|sz̩˩˩	sz̩˨˩	sz̩˨˩	sz̩˥˧	sï˥˥	si˨˨	sz̩˨˨	si˨˨	su˨˨	søy˨˦˨	su˦˦|si˧˧名|ti˦˦	sɯ˧˩	si˧˧
虧	kʰɥe¹	kʰuei˥˥	kʰuei˦˦	kʰuei˨˩	kʰuei˨˩˧	kʰue˨˩˧	kʰuei˨˦	kʰuei˨˩	kʰuɨ˦˦	kʰuei˦˦	kʰuei˧˩	kʰuei˦˦	kʰuei˥˥	kʰuei˥˥	kʰuei˥˥	kʰuei˦˦	kʰuəi˧˩	kʰue˨˩	kʰuei˩˩	kʰuei˩˧	kʰuei˧˩	t͡ɕʰy˥˧|kʰue˥˧	kʰue̞˥˥|t͡ɕʰy˥˥	kʰui˧˧	kʰai˧˧	kʰue˧˩	t͡ɕʰye˩˩|kʰue˩˩	kʰuei˧˧	kʰuəi˧˧	kʰui˦˨	kʰui˦˦	kʰui˨˦	kʰwɐi˥˧	kʰʷɐi˥˥	kʰwɐi˥˥	kʰui˥˥	kʰuoi˦˦	kʰy˥˦	kʰui˧˧	xui˨˧
雲	ɣjun¹	yn˧˥	yn˨˦	yn˦˥	yẽ˦˨	yə̃˦˨	yn˦˨	yẽ˨˦	yə̃˨˦	yŋ˥˧	ỹn˥˧	yŋ˥˩	yn˨˩˧	yn˧˩	in˨˩	ĩ˧˩	yn˨˦	yn˥˥	yəŋ˩˩	yŋ˩˧	ỹŋ˧˩	ɦyŋ˩˧|ɦioŋ˩˧	ɦyən˩˧	ɦyn˨˩˧	joŋ˧˩	yʌ̃˦˦	yan˦˦	yn˩˧	yn˩˨	yn˦˥	iun˩˩	ʒuŋ˩˩	wɐn˨˩	wɐn˨˩	wɐn˨˩	un˧˥|hun˧˥	huŋ˥˧	œyŋ˨˩	huŋ˥˥	zun˧˩|hun˧˩
亥	ɣoj²	xai˥˩	xai˥˧|xai˨˦	xai˥˧	xɛ˨˩	xɛ˦˨	xai˦˨	xai˦˦	xɛ˨˩˧	xɛ˩˧	xɛ˩˧	xai˥˩	xai˧˥	xai˩˧|xe˧˩	xai˨˩˧	xæ˨˩˨	xae˦˦	xe̞˥˧	xai˦˥	xæ˥˧	xɛ˥˥	ɦe˩˧	ɦe̞˧˩	ɦe̞˩˧	ɦe˧˥	xɛ˨˨	xa˨˦	xai˥˥	ɦai˨˩	hai˨˩	hoi˥˧	hoi˥˥	hɔi˨˨	hɔi˨˨	hɔi˨˨	hai˨˨	hɑi˨˦˨	xuɛ˦˦	hai˧˥	hai˧˧
亦	jek⁴	i˥˩	i˥˧	i˥˧	i˥˥	i˦˨	i˦˨	i˥˧	ji˦˦	i˩˧	i˩˧	i˨˩˧	i˨˩˧	i˧˩	i˨˩	i˧˩	iʔ˥	iəʔ˥	iəʔ˨	iʌʔ˥˧	iəʔ˦˧	ɦiɪʔ˩	ɦiəʔ˧	ɦiəʔ˨	jai˨˩˧	i˨˨	i˥	i˨˦	i˨˦		it˥	ʒït˥˥	jek˨	jek˨˨	jek˨	ik˥	iʔ˥	i˨˦	ia˧˩訓讀	zek˥|ziak˧|zia˧˧
產	ʂɛn²	ʈ͡ʂʰan˨˩˦	ʈ͡ʂʰan˨˩˧	t͡sʰan˩˧	ʈ͡ʂʰã˥˥	ʈ͡ʂʰã˥˥	ʈ͡ʂʰan˥˧	t͡sʰã˥˧	t͡sʰã˥˧	ʈ͡ʂʰan˥˧	ʈ͡ʂʰɛ̃n˦˦˨	ʈ͡ʂʰan˥˩	t͡sʰan˦˨	t͡sʰan˥˧	t͡sʰan˦˨	ʈ͡ʂʰã̠˥˧	ʈ͡ʂʰaŋ˨˩˨	ʈ͡ʂʰæ̃˨˦	t͡sʰæ̃˥˧	t͡sʰɑŋ˥˧	t͡sʰæ̃˥˧	t͡sʰe˧˥	t͡sʰe̞˥˩	t͡sʰẽ̞˥˧	t͡sʰa˧˥新|sa˧˥	t͡sʰɛ˧˥|sɛ˧˥	t͡sʰɔ˧˩	t͡sʰan˦˩	t͡sʰan˦˨	t͡sʰan˨˩˧	san˧˩	sɑn˧˩	t͡sʰan˧˥	t͡sʰan˧˥	t͡sʰan˧˥	san˥˧|suã˥˧	saŋ˧˨	suiŋ˨˩	suã˥˧	saŋ˨˩˧
亨	pʰæŋ¹	xəŋ˥˥	xəŋ˦˦	xəŋ˨˩	xəŋ˨˩˧	xəŋ˨˩˧	xəŋ˨˦	xəŋ˨˩	xə̃˦˦	xəŋ˦˦	xə̃n˧˩	xɤŋ˦˦	xən˥˥	xən˥˥	xen˥˥	xə̃˦˦	xən˧˩	xən˨˩	xəŋ˩˩	xəŋ˩˧	xə̃ŋ˧˩	hɑ̃˥˧	hã˥˥	hen˧˧|hɑŋ˧˧	hiɛ˧˧	xʌ̃˧˩	xan˩˩	xən˧˧	hən˧˧		hen˦˦		hɐŋ˥˧	hɐŋ˥˥	hɐŋ˥˥	hiŋ˥˥	hɛiŋ˦˦	xaiŋ˥˦	heŋ˧˧	hɔŋ˨˧
畝	muw²	mu˨˩˦	mu˨˩˧	mu˩˧	mu˥˥	mu˥˥	mu˥˧	mu˥˧	mv̩˥˧	mu˥˧	mu˦˦˨	mu˥˩	məu˦˨	moŋ˥˧	moŋ˦˨	mu˥˧	mu˨˩˨	mʊ˨˦|məŋ˨˦	mu˥˧	mu˥˧	mu˥˧	mɤ˩˧|m̩˩˧	mɤ˧˩|m˧˩	mu˥˧	mɜ˧˥	mɔ˧˥|m̩˧˥	mo˧˩|miu˧˩	məu˦˩	məɯ˦˨	mɛu˨˩˧	meu˦˦	meu˥˥	mɐu˨˧	mɐu˨˦	mɐu˩˧	bɔ˥˧	mu˧˨	me˨˩	bou˥˧	mɔu˨˩˧
京	kjæŋ¹	t͡ɕiŋ˥˥	t͡ɕiŋ˦˦	t͡ɕiŋ˨˩	t͡ɕiŋ˨˩˧	t͡ɕiŋ˨˩˧	t͡ɕiŋ˨˦	t͡ɕiŋ˨˩	t͡ɕiə̃˦˦	t͡ɕiŋ˦˦	t͡ɕĩn˧˩	t͡ɕiŋ˦˦	t͡ɕin˥˥	t͡ɕin˥˥	t͡ɕin˥˥	t͡ɕĩ˦˦	t͡ɕin˧˩	t͡ɕin˨˩	t͡ɕiəŋ˩˩	t͡ɕiŋ˩˧|t͡ɕi˩˧～陵城	t͡ɕĩŋ˧˩	t͡ɕiŋ˥˧	t͡ɕin˥˥	t͡ɕin˧˧	t͡ɕaŋ˧˧	t͡ɕiʌ̃˧˩	t͡ɕiɛ˩˩	t͡ɕin˧˧	t͡ɕin˧˧	t͡ɕin˦˨	kin˦˦	kin˨˦	keŋ˥˧	keŋ˥˥	kiŋ˥˥	kiŋ˥˥|kiã˥˥	kiŋ˦˦	keiŋ˥˦	kiã˧˧	keŋ˨˧
亮	ljaŋ³	liɑŋ˥˩	liaŋ˥˧	liɑŋ˥˧	liaŋ˨˩	liaŋ˦˨	liaŋ˧˩˨	liaŋ˦˦	liɔ̃˨˩˧	liɑŋ˩˧	liɑ̃˩˧	liɑŋ˨˩˧	niaŋ˧˥	niaŋ˩˧	niaŋ˨˩˧	liã̠˨˩˨	liaŋ˦˦	liɑ̃˥˧	liɒ̃˦˥	liɑŋ˧˥|luə˧˥	liɑ̃˥˥	liã˩˧	liã˧˩	liɑŋ˩˧	li˨˨	lia˨˨	liau˩˩	lian˥˥|lian˩˩	nian˨˩	liɔŋ˨˩	lioŋ˥˧	lioŋ˥˥	lœŋ˨˨	lœŋ˨˨	lœŋ˨˨	liɔŋ˨˨	luɔŋ˨˦˨	liɔŋ˦˦	liaŋ˧˥	liaŋ˧˥
人	ɲin¹	ʐən˧˥	ʐən˨˦|in˨˦	in˦˥|ʐən˦˥	ʐẽ˦˨	iə̃˦˨	ʐən˦˨	ʐẽ˨˦	ʐə̃˨˩˧	ʐəŋ˥˧	ʐə̃n˥˧	ʐɤŋ˥˩	nən˨˩˧	zən˧˩	zen˨˩	ʐə̃˧˩	ʐən˨˦	ʐən˥˥	zəŋ˩˩	ʐəŋ˩˧	ʐə̃ŋ˧˩	ȵiŋ˩˧|zəŋ˩˧	zən˩˧|ȵin˩˧	zen˨˩˧	zaŋ˧˩文讀|ȵaŋ˧˩白讀|naŋ˧˩訓讀	iʌ̃˦˦|niʌ̃˦˦	ian˦˦	ʐən˩˧	in˩˨	ȵin˦˥|lɨn˦˥～參	ŋin˩˩	ŋin˩˩	jɐn˨˩	jɐn˨˩	jɐn˨˩	lin˧˥	iŋ˥˧	neiŋ˧˧	ziŋ˥˥|naŋ˥˥訓讀	zin˧˩|naŋ˧˩訓儂
僕	bukʷ⁴	pʰu˧˥	pʰu˨˩˧	pʰu˦˥	pʰu˥˥	pʰu˥˥	pʰu˥˧	pʰu˨˦	pʰv̩˨˦	pʰu˥˧	pʰu˥˧	pʰu˥˩	pʰu˨˩˧	pʰu˧˩	pʰu˨˩	pʰu˧˩	pʰuʔ˥	pʰəʔ˥	pʰaʔ˨		pʰaʔ˦˧	pʰoʔ˥～倒|boʔ˩～人	boʔ˧	boʔ˨	bo˨˩˧	pʰɔʔ˨˩	pʰu˥	pʰu˨˦	pʰu˨˦		pʰuk˥	pʰuk˨˨	pok˨～人|pʰok˥～低	pʰuk˨˨	pok˨～人|pʰok˥～低	pʰɔk˥	puʔ˥	pʰu˨˦	pʰok˨	ʔbok˧
仇	gjuw¹	ʈ͡ʂʰou˧˥	ʈ͡ʂʰou˨˦	ʈ͡ʂʰou˦˥|t͡sʰou˦˥	ʈ͡ʂʰou˦˨	tʃʰou˦˨	ʈ͡ʂʰou˦˨	ʈ͡ʂʰou˨˦	ʈ͡ʂʰɯ˨˦	ʈ͡ʂʰəu˥˧	ʈ͡ʂʰou˥˧	ʈ͡ʂʰɤu˥˩	t͡sʰəu˨˩˧	t͡sʰəu˧˩	t͡sʰəu˨˩～恨|t͡ɕʰiəu˨˩姓	ʈ͡ʂʰəu˧˩	ʈ͡ʂʰəɯ˨˦	ʈ͡ʂʰɯ˥˥	t͡sʰəu˩˩	t͡sʰəu˩˧	t͡sʰəu˧˩	zɤ˩˧	zɤ˩˧	d͡zei˨˩˧	d͡ʑɤu˧˩	t͡ɕʰiu˦˦	t͡ɕʰiu˦˦	ʈ͡ʂəu˩˧	ɖ͡ʐəɯ˩˨	t͡sʰɨu˨˦	su˩˩	ʃu˩˩	sɐu˨˩	t͡sʰɐu˨˩	sɐu˨˩|t͡sʰɐu˨˩	siu˧˥	sieu˥˧	t͡sʰiu˨˩	t͡sʰiu˥˥	siu˧˩|sɔu˧˩
